編號,韓文,羅馬拼音,中文,英文,漢語拼音,IPA音標,類別,詞性
2965,맥주,maekju,麥酒,Beer,màijiǔ,mᵇɛk̚.ʨ͈u.,Hanja,名詞
2966,매매,maemae,賣買,sell buy,màimǎi,mᵇɛ.mɛ.,Hanja,名詞
2967,맥박,maekbak,脈拍,pulse beat,màipāi,mᵇɛk̚.p͈ak̚.,Hanja,名詞
2968,매표소,maepyoso,賣票所,ticket office,màipiàosuǒ,mᵇɛ.pʰjo.sʰo.,Hanja,名詞
2969,매각,maegak,賣卻,sell out,màiquè,mᵇɛ.ɡak̚.,Hanja,名詞
2970,매상고,maesanggo,賣上高,sell high,màishànggāo,mᵇɛ.sʰaŋ.ɡo.,Hanja,名詞
2971,매수,maesu,買收,Buy and buy,mǎishōu,mᵇɛ.sʰu.,Hanja,名詞
2972,맥아,maeka,麥芽,Malt,màiyá,mᵇɛɡ.a.,Hanja,名詞
2973,매약,maeyak,賣藥,Selling medicine,màiyào,mᵇɛ.jak̚.,Hanja,名詞
2974,매장,maejang,埋葬,"A store, shop",máizàng,mᵇɛ.ʥaŋ.,Hanja,名詞
2975,마노,mano,瑪瑙,agate,mǎnǎo,mᵇa.no.,Hanja,名詞
2976,만조,manjo,滿潮,full tide,mǎncháo,mᵇan.ʥo.,Hanja,名詞
2977,만점,manjeom,滿點,Perfect score,mǎndiǎn,mᵇan.ʥʌm.,Hanja,名詞
2978,맹점,maengjeom,盲點,blind spot,mángdiǎn,mᵇɛŋ.ʥʌm.,Hanja,名詞
2979,만화,manhwa,漫畫,Cartoons,mànhuà,mᵇan.hu̯a.,Hanja,名詞
2980,만화가,manhwaga,漫畫家,Cartoon artist,mànhuàjiā,mᵇan.hu̯a.ɡa.,Hanja,名詞
2981,만료,manryo,滿了,full,mǎnle·,mᵇal.ljo.,Hanja,名詞
2982,만실,mansil,滿室,Full room,mǎnshì,mᵇan.ɕʰil.,Hanja,名詞
2983,만두,mandu,饅頭,Chinese dumplings,mántóu,mᵇan.du.,Hanja,名詞
2984,만행,manhaeng,蠻行,Barbaric,mánxíng,mᵇan.hɛŋ.,Hanja,名詞
2985,만월,manwol,滿月,full moon,mǎnyuè,mᵇan.u̯ʌl.,Hanja,名詞
2986,만주,manju,滿洲,Manchuria,mǎnzhōu,mᵇan.ʥu.,Hanja,名詞
2987,만족,manjok,滿足,Satisfaction,mǎnzú,mᵇan.ʥok̚.,Hanja,名詞
2988,모충,mochung,毛蟲,Caterpillar,máochóng,mᵇo.ʨʰuŋ.,Hanja,名詞
2989,모순,mosun,矛盾,Contradiction,máodùn,mᵇo.sʰun.,Hanja,名詞
2990,모피,mopi,毛皮,fur,máopí,mᵇo.pʰi.,Hanja,名詞
2991,모험,moheom,冒險,adventure,màoxiǎn,mᵇo.ɦʌm.,Hanja,名詞
2992,모험자,moheomja,冒險者,adventurer,màoxiǎnzhě,mᵇo.ɦʌm.ʥa.,Hanja,名詞
2993,무역,muyeok,貿易,Trade,màoyì,mᵇu.jʌk̚.,Hanja,名詞
2994,모자,moja,帽子,A hat,màozi·,mᵇo.ʥa.,Hanja,名詞
2995,마작,majak,麻雀,sparrow,máquè,mᵇa.ʥak̚.,Hanja,名詞
2996,마술,masul,馬術,equestrian,mǎshù,mᵇa.sʰul.,Hanja,名詞
2997,마약,mayak,痲藥,A drug,máyào,mᵇa.jak̚.,Hanja,名詞
2998,마취,machwi,麻醉,anesthesia,mázuì,mᵇa.ʨʰɥi.,Hanja,名詞
2999,미점,mijeom,美點,Beautiful points,měidiǎn,mᵇi.ʥʌm.,Hanja,名詞
3000,매독,maedok,梅毒,Syphilis,méidú,mᵇɛ.dok̚.,Hanja,名詞
3001,매번,maebeon,每番,Every time,měifān,mᵇɛ.bʌn.,Hanja,副詞
3002,미국,miguk,美國,America,měiguó,mᵇi.ɡuk̚.,Hanja,專有名詞
3003,미국인,migukin,美國人,american,měiguórén,mᵇi.ɡuɡ.in.,Hanja,名詞
3004,매혹,maehok,魅惑,charm,mèihuò,mᵇɛ.ɦok̚.,Hanja,名詞
3005,매개,maegae,媒介,media,méijiè,mᵇɛ.ɡɛ.,Hanja,名詞
3006,매력,maeryeok,魅力,"fascination,charm, bewitchery",mèilì,mᵇɛ.ɾjʌk̚.,Hanja,名詞
3007,매년,maenyeon,每年,Every year,měinián,mᵇɛ.njʌn.,Hanja,副詞
3008,미인,miin,美人,A beautiful girl,měirén,mᵇi.in.,Hanja,名詞
3009,매일,maeil,每日,Every day,měirì,mᵇɛ.il.,Hanja,副詞
3010,미용실,miyongsil,美容室,Beauty salon,měiróngshì,mᵇi.joŋ.ɕʰil.,Hanja,名詞
3011,몰식자,molsikja,沒食子,Gallic,méishízi·,mᵇol.ɕʰik̚.ʨ͈a.,Hanja,名詞
3012,미술,misul,美術,"art, the fine arts",měishù,mᵇi.sʰul.,Hanja,名詞
3013,미술적,misuljeok,美術的,Fine art,měishùde·,mᵇi.sʰul.ʨ͈ʌk̚.,Hanja,名詞
3014,미술관,misulgwan,美術館,Fine arts museum,měishùguǎn,mᵇi.sʰul.k͈u̯an.,Hanja,名詞
3015,매체,maeche,媒體,"A medium,medias",méitǐ,mᵇɛ.ʨʰe.,Hanja,名詞
3016,미약,miyak,媚藥,love potion,mèiyào,mᵇi.jak̚.,Hanja,名詞
3017,매질,maejil,媒質,medium,méizhí,mᵇɛ.ʥil.,Hanja,名詞
3018,매주,maeju,每週,Every week,měizhōu,mᵇɛ.ʥu.,Hanja,副詞
3019,몽정,mongjeong,夢精,dream spirit,mèngjīng,mᵇoŋ.ʥʌŋ.,Hanja,名詞
3020,맹숙,maengsuk,孟淑,Meng Shu,mèngshū,mᵇɛŋ.suk̚.,Hanja,名詞
3021,몽상,mongsang,夢想,dream,mèngxiǎng,mᵇoŋ.saŋ.,Hanja,名詞
3022,맹아,maenga,萌芽,sprout,méngyá,mᵇɛŋ.a.,Hanja,名詞
3023,몽유병,mongyubyeong,夢遊病,sleepwalking,mèngyóubìng,mᵇoŋ.ju.bjʌŋ.,Hanja,名詞
3024,몽유병자,mongyubyeongja,夢遊病者,sleepwalker,mèngyóubìngzhě,mᵇoŋ.ju.bjʌŋ.ʥa.,Hanja,名詞
3025,맹약,maengyak,盟約,Covenant,méngyuē,mᵇɛŋ.jak̚.,Hanja,名詞
3026,문외한,munoehan,門外漢,layman,ménwàihàn,mᵇun.u̯e.ɦan.,Hanja,名詞
3027,면제,myeonje,免除,exempt,miǎnchú,mᵇjʌn.ʥe.,Hanja,名詞
3028,면도,myeondo,面刀,noodle knife,miàndāo,mᵇjʌn.do.,Hanja,名詞
3029,면회,myeonhoe,面會,meeting,miànhuì,mᵇjʌn.hu̯e.,Hanja,名詞
3030,면화약,myeonhwayak,綿火藥,cotton powder,miánhuǒyào,mᵇjʌn.hu̯a.jak̚.,Hanja,名詞
3031,면적,myeonjeok,面積,"area,dimensions",miànjī,mᵇjʌn.ʥʌk̚.,Hanja,名詞
3032,면접,myeonjeop,面接,Interview,miànjiē,mᵇjʌn.ʥʌp̚.,Hanja,名詞
3033,면목,myeonmok,面目,Face,miànmù,mᵇjʌm.mok̚.,Hanja,名詞
3034,면전,myeonjeon,面前,in front of,miànqián,mᵇjʌn.ʥʌn.,Hanja,名詞
3035,면식,myeonsik,面識,Face-to-face acquaintance,miànshì,mᵇjʌn.ɕʰik̚.,Hanja,名詞
3036,면담,myeondam,面談,An interview,miàntán,mᵇjʌn.dam.,Hanja,名詞
3037,면허,myeonheo,免許,exempt,miǎnxǔ,mᵇjʌn.hʌ.,Hanja,名詞
3038,면허증,myeonheojeung,免許證,License-free,miǎnxǔzhèng,mᵇjʌn.hʌ.ʥɯŋ.,Hanja,名詞
3039,면제품,myeonjepum,綿製品,cotton products,miánzhìpǐn,mᵇjʌn.ʥe.pʰum.,Hanja,名詞
3040,묘상,myosang,苗床,seedbed,miáochuáng,mᵇjo.sʰaŋ.,Hanja,名詞
3041,묘목,myomok,苗木,seedlings,miáomù,mᵇjo.mok̚.,Hanja,名詞
3042,묘사,myosa,描寫,Description,miáoxiě,mᵇjo.sʰa.,Hanja,名詞
3043,미채,michae,迷彩,camouflage,mícǎi,mᵇi.ʨʰɛ.,Hanja,名詞
3044,비장,bijang,秘藏,Secrets,mìcáng,pi.ʥaŋ.,Hanja,名詞
3045,밀도,mildo,密度,Density,mìdù,mᵇil.t͈o.,Hanja,名詞
3046,멸균,myeolgyun,滅菌,Sterilize,mièjùn,mᵇjʌl.k͈jun.,Hanja,名詞
3047,멸시,myeolsi,蔑視,contempt,mièshì,mᵇjʌl.ɕʰi.,Hanja,名詞
3048,멸망,myeolmang,滅亡,perish,mièwáng,mᵇjʌl.maŋ.,Hanja,名詞
3049,밀고자,milgoja,密告者,Informer,mìgàozhě,mᵇil.k͈o.ʥa.,Hanja,名詞
3050,미궁,migung,迷宮,maze,mígōng,mᵇi.ɡuŋ.,Hanja,名詞
3051,밀접,miljeop,密接,Close connection,mìjiē,mᵇil.ʨ͈ʌp̚.,Hanja,名詞
3052,비결,bigyeol,秘訣,secret,mìjué,pi.ɡjʌl.,Hanja,名詞
3053,미로,miro,迷路,​​Get lost,mílù,mᵇi.ɾo.,Hanja,名詞
3054,비밀,bimil,秘密,A secret,mìmì,pi.mil.,Hanja,名詞
3055,민법,minbeop,民法,civil law,mínfǎ,mᵇim.bʌp̚.,Hanja,名詞
3056,명칭,myeongching,名稱,"A name,title",míngchēng,mᵇjʌŋ.ʨʰiŋ.,Hanja,名詞
3057,명사,myeongsa,名辭,noun,míngcí,mᵇjʌŋ.sa.,Hanja,名詞
3058,명단,myeongdan,名單,List of names,míngdān,mᵇjʌŋ.dan.,Hanja,名詞
3059,명공,myeonggong,名工,Famous workers,mínggōng,mᵇjʌŋ.ɡoŋ.,Hanja,名詞
3060,명절,myeongjeol,名節,Festival days,míngjié,mᵇjʌŋ.ʥʌl.,Hanja,名詞
3061,명령,myeongryeong,命令,"An order,command",mìnglìng,mᵇjʌŋ.njʌŋ.,Hanja,名詞
3062,명령어,myeongryeongeo,命令語,Directive,mìnglìngyǔ,mᵇjʌŋ.njʌŋ.ʌ.,Hanja,名詞
3063,명멸,myeongmyeol,明滅,light and death,míngmiè,mᵇjʌŋ.mjʌl.,Hanja,名詞
3064,명금,myeonggeum,鳴禽,songbird,míngqín,mᵇjʌŋ.ɡɯm.,Hanja,名詞
3065,명확,myeonghwak,明確,clear,míngquè,mᵇjʌŋ.hu̯ak̚.,Hanja,名詞
3066,명인,myeongin,名人,celebrity,míngrén,mᵇjʌŋ.in.,Hanja,名詞
3067,명성,myeongseong,名聲,reputation,míngshēng,mᵇjʌŋ.sʌŋ.,Hanja,名詞
3068,명사,myeongsa,名士,celebrities,míngshì,mᵇjʌŋ.sa.,Hanja,名詞
3069,명제,myeongje,命題,proposition,mìngtí,mᵇjʌŋ.ʥe.,Hanja,名詞
3070,명함,myeongham,名銜,Name card,míngxián,mᵇjʌŋ.ham.,Hanja,名詞
3071,명상,myeongsang,瞑想,Think in peace,míngxiǎng,mᵇjʌŋ.saŋ.,Hanja,名詞
3072,명의,myeongui,名義,"name,title",míngyì,mᵇjʌŋ.e.,Hanja,名詞
3073,명예,myeongye,名譽,Honor,míngyù,mᵇjʌŋ.je.,Hanja,名詞
3074,명작,myeongjak,名作,masterpiece,míngzuò,mᵇjʌŋ.ʥak̚.,Hanja,名詞
3075,민활,minhwal,敏活,Minhuo,mǐnhuó,mᵇin.hu̯al.,Hanja,名詞
3076,민간,mingan,民間,"civil, private",mínjiān,mᵇiŋ.ɡan.,Hanja,名詞
3077,민권,mingwon,民權,civil rights,mínquán,mᵇiŋ.ɡu̯ʌn.,Hanja,名詞
3078,민속,minsok,民俗,Folk-customs,mínsú,mᵇin.sok̚.,Hanja,名詞
3079,민속음악,minsokeumak,民俗音樂,folk music,mínsúyīnyuè,mᵇin.soɡ.ɯm.ak̚.,Hanja,名詞
3080,민요,minyo,民謠,ballad,mínyáo,mᵇin.jo.,Hanja,名詞
3081,민주,minju,民主,Democracy,mínzhǔ,mᵇin.ʥu.,Hanja,名詞
3082,민주적,minjujeok,民主的,democratic,mínzhǔde·,mᵇin.ʥu.ʥʌk̚.,Hanja,名詞
3083,민주화,minjuhwa,民主化,Democratization,mínzhǔhuà,mᵇin.ʥu.ɦu̯a.,Hanja,名詞
3084,민주주의,minjujuui,民主主義,Democracy,mínzhǔzhǔyì,mᵇin.ʥu.ʥu.e.,Hanja,名詞
3085,민족,minjok,民族,"race,nation,people",mínzú,mᵇin.ʥok̚.,Hanja,名詞
3086,비서,biseo,秘書,Secretary,mìshū,pi.sʰʌ.,Hanja,名詞
3087,밀통,miltong,密通,secret communication,mìtōng,mᵇil.tʰoŋ.,Hanja,名詞
3088,미망,mimang,迷妄,Delusion,míwàng,mᵇi.maŋ.,Hanja,名詞
3089,미신,misin,迷信,Superstition,míxìn,mᵇi.ɕʰin.,Hanja,名詞
3090,마찰,machal,摩擦,"Rubbing, chafing",mócā,mᵇa.ʨʰal.,Hanja,名詞
3091,마법,mabeop,魔法,magic,mófǎ,mᵇa.bʌp̚.,Hanja,名詞
3092,모범,mobeom,模範,"model,example",mófàn,mᵇo.bʌm.,Hanja,名詞
3093,모방,mobang,模仿,imitate,mófǎng,mᵇo.baŋ.,Hanja,名詞
3094,마력,maryeok,魔力,magic,mólì,mᵇa.ɾjʌk̚.,Hanja,名詞
3095,몰락,molrak,沒落,Decline,mòluò,mᵇol.lak̚.,Hanja,名詞
3096,마녀,manyeo,魔女,Witch,mónǚ,mᵇa.njʌ.,Hanja,名詞
3097,말기,malgi,末期,"The end, final period",mòqí,mᵇal.k͈i.,Hanja,名詞
3098,묵인,mukin,默認,Default,mòrèn,mᵇuɡ.in.,Hanja,名詞
3099,묵살,muksal,默殺,Kill silently,mòshā,mᵇuk̚.s͈al.,Hanja,名詞
3100,막상막하,maksangmakha,莫上莫下,"Don't go up, don't go down",mòshàngmòxià,mᵇak̚.s͈aŋ.ma.kʰa.,Hanja,名詞
3101,묵시,muksi,默示,tacitly,mòshì,mᵇuk̚.ɕʰi.,Hanja,名詞
3102,마술,masul,魔術,magic,móshù,mᵇa.sʰul.,Hanja,名詞
3103,모색,mosaek,摸索,groping,mōsuǒ,mᵇo.sʰɛk̚.,Hanja,名詞
3104,마천루,macheonru,摩天樓,skyscraper,mótiānlóu,mᵇa.ʨʰʌl.lu.,Hanja,名詞
3105,모면,momyeon,謀免,seek immunity,móumiǎn,mᵇo.mjʌn.,Hanja,名詞
3106,모반,moban,謀叛,Conspiracy,móupàn,mᵇo.ban.,Hanja,名詞
3107,모의,moui,謀議,make plans,móuyì,mᵇo.e.,Hanja,名詞
3108,묵상,muksang,默想,Meditate,mòxiǎng,mᵇuk̚.s͈aŋ.,Hanja,名詞
3109,말소,malso,抹消,erase,mǒxiāo,mᵇal.s͈o.,Hanja,名詞
3110,모형,mohyeong,模型,model,móxíng,mᵇo.hjʌŋ.,Hanja,名詞
3111,모양,moyang,模樣,"A shape, form",móyàng,mᵇo.jaŋ.,Hanja,名詞
3112,모조,mojo,模造,mold,mózào,mᵇo.ʥo.,Hanja,名詞
3113,목표,mokpyo,目標,"goal,object",mùbiāo,mᵇok̚.pʰjo.,Hanja,名詞
3114,목초,mokcho,牧草,Pasture,mùcǎo,mᵇok̚.ʨʰo.,Hanja,名詞
3115,묘지,myoji,墓地,cemetery,mùdì,mᵇjo.ʥi.,Hanja,名詞
3116,목적,mokjeok,目的,"goal,purpose",mùdì,mᵇok̚.ʨ͈ʌk̚.,Hanja,名詞
3117,목가적,mokgajeok,牧歌的,pastoral,mùgēde·,mᵇok̚.k͈a.ʥʌk̚.,Hanja,名詞
3118,모집,mojip,募集,Collection,mùjí,mᵇo.ʥip̚.,Hanja,名詞
3119,목격,mokgyeok,目擊,witness,mùjí,mᵇok̚.k͈jʌk̚.,Hanja,名詞
3120,막간,makgan,幕間,intermission,mùjiān,mᵇak̚.k͈an.,Hanja,名詞
3121,모함,moham,母艦,mothership,mǔjiàn,mᵇo.ɦam.,Hanja,名詞
3122,목련,mokryeon,木蓮,magnolia,mùlián,mᵇoŋ.njʌn.,Hanja,名詞
3123,목록,mokrok,目錄,Catalogue,mùlù,mᵇoŋ.nok̚.,Hanja,名詞
3124,목금,mokgeum,木琴,xylophone,mùqín,mᵇok̚.k͈ɯm.,Hanja,名詞
3125,막사,maksa,幕舍,tent house,mùshè,mᵇak̚.s͈a.,Hanja,名詞
3126,묘석,myoseok,墓石,headstone,mùshí,mᵇjo.sʰʌk̚.,Hanja,名詞
3127,목사,moksa,牧師,A pastor,mùshī,mᵇok̚.s͈a.,Hanja,名詞
3128,목탄,moktan,木炭,charcoal,mùtàn,mᵇok̚.tʰan.,Hanja,名詞
3129,목동,mokdong,牧童,shepherd boy,mùtóng,mᵇok̚.t͈oŋ.,Hanja,名詞
3130,목요일,mokyoil,木曜日,Thursday,mùyàorì,mᵇoɡ.jo.il.,Hanja,名詞
3131,목욕,mokyok,沐浴,A bath,mùyù,mᵇoɡ.jok̚.,Hanja,名詞
3132,목욕탕,mokyoktang,沐浴湯,A bathhouse,mùyùtāng,mᵇoɡ.jok̚.tʰaŋ.,Hanja,名詞
3133,목자,mokja,牧者,pastor,mùzhě,mᵇok̚.ʨ͈a.,Hanja,名詞
3134,납득,napdeuk,納得,Nader,nàdé,nᵈap̚.t͈ɯk̚.,Hanja,名詞
3135,내지,naeji,乃至,From A to B,nǎizhì,nᵈɛ.ʥi.,Hanja,副詞
3136,남북,nambuk,南北,North and south,nánběi,nᵈam.buk̚.,Hanja,名詞
3137,남편,nampyeon,男便,Husband,nánbiàn,nᵈam.pʰjʌn.,Hanja,名詞
3138,남부,nambu,南部,The south part,nánbù,nᵈam.bu.,Hanja,名詞
3139,남대문,namdaemun,南大門,Seoul’s old south gate,nándàmén,nᵈam.dɛ.mun.,Hanja,專有名詞
3140,남대문시장,namdaemunsijang,南大門市場,Shopping center in seoul,nándàménshìchǎng,nᵈam.dɛ.mun.ɕʰi.ʥaŋ.,Hanja,專有名詞
3141,남동,namdong,南東,south east,nándōng,nᵈam.doŋ.,Hanja,名詞
3142,남작,namjak,男爵,Baron,nánjué,nᵈam.ʥak̚.,Hanja,名詞
3143,난감,nangam,難堪,Embarrassed,nánkān,nᵈaŋ.ɡam.,Hanja,名詞
3144,남매,nammae,男妹,Brother and sister,nánmèi,nᵈam.mɛ.,Hanja,名詞
3145,남미,nammi,南美,South america,nánměi,nᵈam.mi.,Hanja,專有名詞
3146,남녀,namnyeo,男女,Man and woman,nánnǚ,nᵈam.njʌ.,Hanja,名詞
3147,남색,namsaek,男色,Male lust,nánsè,nᵈam.sɛk̚.,Hanja,名詞
3148,남산,namsan,南山,Mountain in south central seoul,nánshān,nᵈam.san.,Hanja,專有名詞
3149,남동생,namdongsaeng,男同生,Younger brother,nántóngshēng,nᵈam.doŋ.sɛŋ.,Hanja,名詞
3150,남서,namseo,南西,south west,nánxī,nᵈam.sʌ.,Hanja,名詞
3151,남성,namseong,男性,Male,nánxìng,nᵈam.sʌŋ.,Hanja,名詞
3152,남학생,namhaksaeng,男學生,Male student,nánxuéshēng,nᵈam.hak̚.s͈ɛŋ.,Hanja,名詞
3153,남지나해,namjinahae,南支那海,South China Sea,nánzhīnàhǎi,nᵈam.ʥi.na.ɦɛ.,Hanja,名詞
3154,남자,namja,男子,Boy,nánzi·,nᵈam.ʥa.,Hanja,名詞
3155,뇌파,noepa,腦波,brain waves,nǎobō,nᵈu̯e.pʰa.,Hanja,名詞
3156,요충,yochung,蟯蟲,Pinworm,náochóng,jo.ʨʰuŋ.,Hanja,名詞
3157,뇌척수막염,noecheoksumakyeom,腦脊髓膜炎,cerebrospinal meningitis,nǎojísuímóyán,nᵈu̯e.ʨʰʌk̚.s͈u.maɡ.jʌm.,Hanja,名詞
3158,뇌척수액,noecheoksuaek,腦脊髓液,cerebrospinal fluid,nǎojísuíyì,nᵈu̯e.ʨʰʌk̚.s͈u.ɛk̚.,Hanja,名詞
3159,뇌막,noemak,腦膜,Meninges,nǎomó,nᵈu̯e.mak̚.,Hanja,名詞
3160,뇌빈혈,noebinhyeol,腦貧血,cerebral anemia,nǎopínxiě,nᵈu̯e.bin.hjʌl.,Hanja,名詞
3161,뇌신경,noesingyeong,腦神經,cranial nerve,nǎoshénjīng,nᵈu̯e.ɕʰiŋ.ɡjʌŋ.,Hanja,名詞
3162,뇌하수체,noehasuche,腦下垂體,pituitary gland,nǎoxiàchuítǐ,nᵈu̯e.ɦa.sʰu.ʨʰe.,Hanja,名詞
3163,뇌염,noeyeom,腦炎,Encephalitis,nǎoyán,nᵈu̯e.jʌm.,Hanja,名詞
3164,내포,naepo,內包,Insourcing,nèibāo,nᵈɛ.pʰo.,Hanja,名詞
3165,내부,naebu,內部,The inside,nèibù,nᵈɛ.bu.,Hanja,名詞
3166,내적,naejeok,內的,Internal,nèide·,nᵈɛ.ʥʌk̚.,Hanja,名詞
3167,내이,naei,內耳,inner ear,nèiěr',nᵈɛ.i.,Hanja,名詞
3168,내해,naehae,內海,inland sea,nèihǎi,nᵈɛ.ɦɛ.,Hanja,名詞
3169,내각,naegak,內角,inner angle,nèijiǎo,nᵈɛ.ɡak̚.,Hanja,名詞
3170,내과,naegwa,內科,Internal medicine,nèikē,nᵈɛ.ɡu̯a.,Hanja,名詞
3171,내륙,naeryuk,內陸,Inland,nèilù,nᵈɛ.ɾjuk̚.,Hanja,名詞
3172,내란,naeran,內亂,civil unrest,nèiluàn,nᵈɛ.ɾan.,Hanja,名詞
3173,내면적,naemyeonjeok,內面的,inner,nèimiànde·,nᵈɛ.mjʌn.ʥʌk̚.,Hanja,名詞
3174,내용,naeyong,內容,Contents,nèiróng,nᵈɛ.joŋ.,Hanja,名詞
3175,내용물,naeyongmul,內容物,Contents,nèiróngwù,nᵈɛ.joŋ.mul.,Hanja,名詞
3176,내외,naeoe,內外,"Men and woman, husband and wife",nèiwài,nᵈɛ.u̯e.,Hanja,名詞
3177,내선,naeseon,內線,Insider,nèixiàn,nᵈɛ.sʰʌn.,Hanja,名詞
3178,내수,naesu,內需,Domestic demand,nèixū,nᵈɛ.sʰu.,Hanja,名詞
3179,내야,naeya,內野,infield,nèiyě,nᵈɛ.ja.,Hanja,名詞
3180,내재,naejae,內在,inner,nèizài,nᵈɛ.ʥɛ.,Hanja,名詞
3181,내재적,naejaejeok,內在的,inner,nèizàide·,nᵈɛ.ʥɛ.ʥʌk̚.,Hanja,名詞
3182,내장,naejang,內臟,viscera,nèizàng,nᵈɛ.ʥaŋ.,Hanja,名詞
3183,내전,naejeon,內戰,civil war,nèizhàn,nᵈɛ.ʥʌn.,Hanja,名詞
3184,내직,naejik,內職,internal position,nèizhí,nᵈɛ.ʥik̚.,Hanja,名詞
3185,능동적,neungdongjeok,能動的,"Activity ; voluntary, of its own nature (opp. 수동적)",néngdòngde·,nᵈɯŋ.doŋ.ʥʌk̚.,Hanja,名詞
3186,능력,neungryeok,能力,"Ability, capability, how much and how well",nénglì,nᵈɯŋ.njʌk̚.,Hanja,名詞
3187,점판암,jeompanam,粘板岩,Clay Slate,niánbǎnyán,ʨʌm.pʰan.am.,Hanja,名詞
3188,연표,yeonpyo,年表,Chronology,niánbiǎo,jʌm.pʰjo.,Hanja,名詞
3189,연초,yeoncho,年初,Beginning of the year,niánchū,jʌn.ʨʰo.,Hanja,名詞
3190,연차,yeoncha,年次,year,niáncì,jʌn.ʨʰa.,Hanja,名詞
3191,연대,yeondae,年代,era,niándài,jʌn.dɛ.,Hanja,名詞
3192,연도,yeondo,年度,annual,niándù,jʌn.do.,Hanja,名詞
3193,점도,jeomdo,粘度,viscosity,niándù,ʨʌm.do.,Hanja,名詞
3194,연회비,yeonhoebi,年會費,annual dues,niánhuìfèi,jʌn.hu̯e.bi.,Hanja,名詞
3195,연간,yeongan,年間,For a year,niánjiān,jʌŋ.ɡan.,Hanja,名詞
3196,연금,yeongeum,年金,annuity,niánjīn,jʌŋ.ɡɯm.,Hanja,名詞
3197,연령,yeonryeong,年齡,"Age, years of age",niánlíng,jʌl.ljʌŋ.,Hanja,名詞
3198,염려,yeomryeo,念慮,"anxiety,worry",niànlǜ,jʌm.njʌ.,Hanja,名詞
3199,점막,jeommak,粘膜,Mucous membrane,niánmó,ʨʌm.mak̚.,Hanja,名詞
3200,연말,yeonmal,年末,"The end, close of the year",niánmò,jʌm.mal.,Hanja,名詞
3201,연소,yeonso,年少,young,niánshǎo,jʌn.so.,Hanja,名詞
3202,년생,nyeonsaeng,年生,Year of birth,niánshēng,nᵈjʌn.sɛŋ.,Hanja,依存名詞
3203,연세,yeonse,年歲,"Age, years of age",niánsuì,jʌn.se.,Hanja,名詞
3204,점토,jeomto,粘土,Clay,niántǔ,ʨʌm.tʰo.,Hanja,名詞
3205,점액,jeomaek,粘液,slime,niányì,ʨʌm.ɛk̚.,Hanja,名詞
3206,연월일,yeonwolil,年月日,year month day,niányuèrì,jʌn.u̯ʌɾ.il.,Hanja,名詞
3207,연장,yeonjang,年長,"Extension, prolongation",niánzhǎng,jʌn.ʥaŋ.,Hanja,名詞
3208,점착,jeomchak,粘着,sticky,niánzhe·,ʨʌm.ʨʰak̚.,Hanja,名詞
3209,요도,yodo,尿道,urethra,niàodào,jo.do.,Hanja,名詞
3210,요소,yoso,尿素,Urea,niàosù,jo.sʰo.,Hanja,名詞
3211,역경,yeokgyeong,逆境,adversity,nìjìng,jʌk̚.k͈jʌŋ.,Hanja,名詞
3212,익명,ikmyeong,匿名,Anonymous,nìmíng,iŋ.mjʌŋ.,Hanja,名詞
3213,응결,eunggyeol,凝結,condensation,níngjié,ɯŋ.ɡjʌl.,Hanja,名詞
3214,응시,eungsi,凝視,gaze,níngshì,ɯŋ.ɕʰi.,Hanja,名詞
3215,응축,eungchuk,凝縮,condense,níngsuō,ɯŋ.ʨʰuk̚.,Hanja,名詞
3216,의인법,uiinbeop,擬人法,Personification,nǐrénfǎ,ɰi.im.bʌp̚.,Hanja,名詞
3217,우차,ucha,牛車,Ox cart,niúchē,u.ʨʰa.,Hanja,名詞
3218,우두,udu,牛痘,cowpox,niúdòu,u.du.,Hanja,名詞
3219,우유,uyu,牛乳,Milk,niúrǔ,u.ju.,Hanja,名詞
3220,역습,yeokseup,逆襲,Counterattack,nìxí,jʌk̚.s͈ɯp̚.,Hanja,名詞
3221,역행,yeokhaeng,逆行,Retrograde,nìxíng,jʌ.kʰɛŋ.,Hanja,名詞
3222,역선전,yeokseonjeon,逆宣傳,Counter propaganda,nìxuānchuán,jʌk̚.s͈ʌn.ʥʌn.,Hanja,名詞
3223,역전,yeokjeon,逆轉,Reversal,nìzhuǎn,jʌk̚.ʨ͈ʌn.,Hanja,名詞
3224,농장,nongjang,農場,"A farm, plantation",nóngchǎng,nᵈoŋ.ʥaŋ.,Hanja,名詞
3225,농산물,nongsanmul,農産物,Agricultural products,nóngchǎnwù,nᵈoŋ.sam.mul.,Hanja,名詞
3226,농촌,nongchon,農村,A farm village,nóngcūn,nᵈoŋ.ʨʰon.,Hanja,名詞
3227,농부,nongbu,農夫,A farmer,nóngfū,nᵈoŋ.bu.,Hanja,名詞
3228,농민,nongmin,農民,A farmer,nóngmín,nᵈoŋ.min.,Hanja,名詞
3229,농포,nongpo,膿皰,Pustules,nóngpào,nᵈoŋ.pʰo.,Hanja,名詞
3230,농사,nongsa,農事,Farming,nóngshì,nᵈoŋ.sa.,Hanja,名詞
3231,농사일,nongsail,農事日,Farming,nóngshìrì,nᵈoŋ.sa.il.,Hanja,名詞
3232,농담,nongdam,弄談,A joke,nòngtán,nᵈoŋ.dam.,Hanja,名詞
3233,농학,nonghak,農學,Agricultural science,nóngxué,nᵈoŋ.hak̚.,Hanja,名詞
