編號,韓文,羅馬拼音,中文,英文
3953,구입,guip,購買、購入,Purchase or buying
3954,기여,giyeo,貢獻,Contribution or service
3955,기호,giho,嗜好、愛好 / 記號,Taste or likes
3956,꾸리다,kkurida,打包、整理（行李）,Pack up or bundle up
3957,낭비,nangbi,浪費,Waste
3958,내외,naeoe,內外、內部與外部,The interior and exterior
3959,대략,daeryak,大致、大體上,"an outline, summary (2) generally, on the whole"
3960,덮이다,deopida,被覆蓋、蒙上（被動）,Be covered
3961,도리어,dorieo,反而、反倒是,On the contrary
3962,멋있다,meositda,帥氣、時髦、精彩,"stylish,tasteful"
3963,멸치,myeolchi,鯷魚、小魚乾,Anchovy
3964,바람,baram,願望、期盼 / 風,"A wish, hope"
3965,발목,balmok,腳踝,Ankle
3966,밤늦다,bamneutda,夜深、深夜,It is late at night
3967,방울,bangul,水滴、水珠 / 鈴鐺,A drop
3968,배,bae,梨子、梨,Pear
3969,벌,beol,蜜蜂,A bee
3970,보관,bogwan,保管、存放,"custody,deposit"
3971,보살피다,bosalpida,照料、照顧,Take care of
3972,보완하다,bowanhada,補充完善、彌補,"to supplement and make complete, to complement sth"
3973,보존하다,bojonhada,保存、維護,"preserve,conserve"
3974,빨다,ppalda,吸、吮 / 洗（衣服）,"sip,suck"
3975,빼놓다,ppaenota,排除、漏掉、省略,"exclude,leave out"
3976,사상,sasang,歷史上、史上 / 思想,In history
3977,사춘기,sachungi,思春期、青春期,"adolescence,puberty"
3978,상반기,sangbangi,上半年,"The first,upper half"
3979,서점,seojeom,書店,A bookstore
3980,선전,seonjeon,宣傳、廣告,Propaganda
3981,설립하다,seolriphada,設立、創立,"found,establish"
3982,수집,sujip,收集、蒐集,Collection
3983,수필,supil,隨筆、散文,An essay
3984,신기하다,singihada,新奇、奇特,"To be novel,original"
3985,신비,sinbi,神秘,Mystery
3986,신설,sinseol,新設 / 新說（新理論）,A new theory
3987,실감,silgam,實感、真切感受,Actual feeling
3988,실망,silmang,失望,Disappointment
3989,쓰다듬다,sseudadeumda,撫摸、撫弄,Stroke one’s beard
3990,알루미늄,alruminyum,鋁,Aluminum
3991,알아주다,arajuda,理解、賞識、體會,"acknowledge,recognize, appreciate"
3992,양말,yangmal,襪子,A sock
3993,여우,yeou,狐狸,Fox
3994,와,wa,哇（感嘆詞） / 和,Holy cow!
3995,외출,oechul,外出,"Going out, an outing"
3996,용기,yonggi,容器、器皿 / 勇氣,"A container, a vessel"
3997,웨이터,weiteo,服務生、侍者,Waiter
3998,유발하다,yubalhada,引起、誘發,"To induce, bring about, cause"
3999,유지되다,yujidoeda,被維持、保持（被動）,"To be maintained, preserved"
4000,자가용,jagayong,私家車、自用,For personal/family use
